성과사업명,가중논문수,가중특허수,Y_총가중성과
미래산업선도기술개발사업,29.68333333333333,152.58333333333334,182.26666666666668
지휘정찰연구개발,14.333333333333332,167.0,181.33333333333334
축산시험연구(책임운영),65.33333333333333,115.33333333333333,180.66666666666666
한국형발사체개발(R&D),35.0,145.5,180.5
"혁신성장동력프로젝트(과기부, 국토부)",26.449999999999996,151.4190476190476,177.8690476190476
ICT융합Industry4.0s(조선해양)(R&D),15.5,162.23333333333332,177.73333333333332
첨단기술융복합차세대스마트팜기술개발(R&D),25.0,152.66666666666666,177.66666666666666
한국세라믹기술원출연(R&D)(주요사업비),32.39285714285714,144.66666566666666,177.0595228095238
실험실창업지원,21.067857142857143,155.92222222222222,176.99007936507937
산업기술알키미스트프로젝트(R&D),43.597222222222214,133.26190098571428,176.85912320793648
사물인터넷융합기술개발(R&D),14.833333333333334,162.0,176.83333333333334
해양과학조사및예보기술개발(R&D),119.39999999999999,57.33333233333333,176.73333233333332
ICTR&D혁신바우처지원(R&D),15.842857142857143,160.31333266666667,176.15618980952382
첨단항만물류기술개발,23.166666666666668,152.83333333333334,176.0
나노융합혁신제품기술개발사업,39.48611111111111,136.46666666666664,175.95277777777775
에너지자원순환기술개발(R&D),24.666666666666668,150.5,175.16666666666666
공공복지안전연구,45.35,128.86666666666667,174.21666666666667
차세대(UHD)방송서비스활성화기술개발(R&D),15.0,158.83333333333334,173.83333333333334
사물인터넷융합기술개발,21.5,152.31666666666666,173.81666666666666
국토공간정보연구사업,27.5,146.16666666666666,173.66666666666666
국가보건의료연구인프라구축,140.5,32.68333333333333,173.18333333333334
정보통신미디어산업원천기술개발(정보통신기술진흥센터),15.166666666666666,157.33333333333334,172.5
Tech-Bridge활용상용화기술개발,0.0,171.31071428571428,171.31071428571428
안전성평가연구소연구운영비지원,105.90757575757576,65.15,171.05757575757576
신성장동력장비경쟁력강화(R&D),15.75,153.76666666666668,169.51666666666668
해양청정에너지기술개발(R&D),58.333333333333336,111.16666666666667,169.5
기상기술개발사업,97.33333333333333,71.66666666666667,169.0
감염병관리기술개발연구,73.6,93.73333333333333,167.33333333333331
조선해양산업핵심기술개발사업,29.45,137.16666666666666,166.61666666666665
SMART건설관련안전성향상연구,20.5,146.0,166.5
안전성평가연구소연구운영비지원(주요사업비),81.27619047619048,85.13571428571429,166.41190476190476
"중소기업기술혁신개발(특별,R&D)",0.0,164.283332,164.283332
에너지국제공동연구(에특)(R&D),66.33333333333333,97.88333333333333,164.21666666666664
한국원자력의학원연구운영비지원(주요사업비),96.23333333333332,67.28333333333333,163.51666666666665
미래선도기술개발(R&D),48.24285714285714,114.53709476190475,162.7799519047619
조선해양산업기술개발(R&D),24.933333333333334,136.845233,161.77856633333334
안전성평가기술개발연구(R&D),135.4595238095238,26.149999333333334,161.60952314285714
도로기술연구(R&D),22.916666666666664,138.66666633333332,161.58333299999998
치안과학기술연구개발(R&D),60.483333333333334,100.9,161.38333333333333
글로벌화장품신소재.신기술연구개발지원,48.416666666666664,112.83333333333333,161.25
정보통신방송기술국제공동연구,28.926190476190474,132.1845238095238,161.11071428571427
방송통신표준개발지원,2.5,158.0,160.5
민관협력기반ICT스타트업육성,0.333333333333333,160.08333333333334,160.41666666666669
산업혁신기반구축(R&D),14.833333333333332,145.58332866666666,160.416662
원자력기초연구지원사업(R&D),117.23333333333333,42.533330666666664,159.766664
ICT융합서비스경쟁력강화(R&D),7.166666666666666,152.16666466666666,159.33333133333332
소재부품산업거점기관지원,27.833333333333332,131.25,159.08333333333334
감성터치플랫폼개발및신산업화지원,12.666666666666666,146.08333333333334,158.75
뇌질환극복연구사업,101.22690476190475,57.409523809523805,158.63642857142855
전자시스템산업기술개발(R&D),12.166666666666664,146.283332,158.44999866666666
기상산업지원및활용기술개발,9.333333333333332,149.0,158.33333333333334
원자력기초연구지원사업,109.1,48.98571428571428,158.0857142857143
소방안전및119구조·구급기술연구개발,24.166666666666668,133.5,157.66666666666666
에너지안전기술개발(R&D),12.55,143.21904761904761,155.76904761904763
세계김치연구소연구운영비지원,38.416666666666664,117.3,155.71666666666667
안전성평가연구소연구운영비지원(R&D)(주요사업비),71.2595238095238,84.36871361904761,155.62823742857142
탄소산업기반조성,51.633333333333326,103.5,155.13333333333333
감염병예방치료기술개발사업,62.066666666666656,92.68333333333332,154.74999999999997
지역신산업선도인력양성,51.9,102.52142857142857,154.42142857142858
국토교통기술지역특성화(R&D),35.5,118.0,153.5
실감콘텐츠핵심기술개발(R&D),15.0,138.449998,153.449998
미래해양자원기술개발,54.33333333333333,99.0,153.33333333333331
에너지국제공동연구(전력기금)(R&D),43.15,110.06666666666666,153.21666666666667
상하수도혁신기술개발사업(R&D),42.75,110.0,152.75
라이프케어융합서비스개발사업(R&D),73.25,77.74999766666666,150.99999766666667
ESS기술개발사업,25.633333333333333,124.78333333333333,150.41666666666666
한국형발사체개발,25.666666666666668,124.0,149.66666666666666
국가보건의료연구인프라구축(R&D),122.50952380952381,26.899665999999996,149.4091898095238
중소기업R&D역량제고(R&D),0.0,149.3095228095238,149.3095228095238
유용물질생산을위한Carbonto-X기술개발사업,73.77619047619046,74.96666666666665,148.74285714285713
신농업기후변화대응체계구축(R&D),91.5,57.199998,148.699998
인공지능산업원천기술개발(R&D),5.416666666666666,143.06666666666666,148.48333333333332
미래산업선도기술개발,15.066666666666666,133.41666666666666,148.48333333333332
한국뇌연구원연구운영비지원(주요사업비),76.86075036075036,71.2440476190476,148.10479797979798
포스트게놈신산업육성을위한다부처유전체사업(R&D)(농진청),49.0,98.08333333333333,147.08333333333331
국가치매극복기술개발(R&D),56.44999999999998,90.58333033333332,147.0333303333333
글로벌SW전문기업육성(R&D),0.0,147.0,147.0
한국원자력의학원연구운영비지원(R&D)(주요사업비),82.78333333333333,63.99899433333333,146.78232766666667
소재부품산업기술개발기반구축,18.78333333333333,127.68333333333334,146.46666666666667
산업기술표준화및인증지원,19.866666666666667,125.66666666666667,145.53333333333333
사회과학연구지원,141.01666666666665,4.5,145.51666666666665
무인이동체미래선도핵심기술개발(R&D),29.666666666666664,115.7,145.36666666666667
글로벌주력산업품질대응뿌리기술개발,11.783333333333331,133.28571428571428,145.0690476190476
해외과학기술자원활용,102.17023809523809,42.40238095238095,144.57261904761904
차세대농작물신육종기술개발(R&D),88.13333333333333,55.745569333333336,143.87890266666665
농축산물안전유통소비기술개발(R&D),19.666666666666664,124.0,143.66666666666666
극지및대양과학연구(R&D),129.73333333333332,13.55,143.28333333333333
보건의료생물자원종합관리,132.86829004329005,10.2,143.06829004329003
생태모방기반환경오염관리기술개발,46.30666666666666,96.3447619047619,142.65142857142854
국가수리과학연구소연구운영비지원,110.98327228327229,31.5,142.4832722832723
가축질병대응기술개발,56.71666666666667,85.56666666666666,142.28333333333333
"GoldenSeed프로젝트(농림부,해수부,산림청)",71.23333333333333,70.78333333333333,142.01666666666665
신품종지역적응연구(R&D),84.4,57.0,141.4
우수기업연구소육성사업(ATC+)(R&D),13.691666666666665,125.41666533333333,139.108332
글로벌전문기술개발(에너지자원순환/녹색기술),27.2,111.58333333333333,138.78333333333333
양·한방융합기반기술개발,79.64285714285714,57.916666666666664,137.5595238095238
스마트건설기술개발사업(R&D),20.0,117.4,137.4
공정품질기술개발,0.0,137.01666666666665,137.01666666666665
비대면비즈니스디지털혁신기술개발(R&D),9.0,127.99999933333334,136.99999933333334
클라우드로봇복합인공지능기술개발(R&D),13.916666666666666,122.86666666666666,136.78333333333333
농업기후변화적응체계구축,78.25033333333333,58.5,136.75033333333334
대학중심핵융합기초연구및인력양성지원사업,119.74199999999999,16.466666666666665,136.20866666666666
생활공감환경보건기술,85.1,50.49999999999,135.59999999999
지중환경오염위해관리기술개발사업,58.56666666666666,76.0,134.56666666666666
재난안전부처협력기술개발(R&D),28.966666666666665,105.43333333333334,134.4
그래핀소재부품상용화기술개발,28.369047619047617,106.0,134.36904761904762
포스트게놈신산업육성을위한다부처유전체사업(R&D)(해수부),64.35833333333332,69.77142857142857,134.1297619047619
산학연협력활성화지원(한국연구재단),60.00238095238095,74.0,134.00238095238095
다부처국가생명연구자원선진화사업(R&D),97.32063492063492,36.3959973,133.71663222063492
지역맞춤형재난안전문제해결기술개발지원(R&D),26.5,107.08333333333333,133.58333333333331
국가융복합단지연계지역기업상용화R&D지원사업(R&D),2.0,131.33333333333334,133.33333333333334
"GoldenSeed프로젝트(R&D)(농림부, 해수부, 산림청)",52.416666666666664,79.08333333333333,131.5
미래뇌융합기술개발,85.82936507936508,45.29999999999999,131.12936507936507
농축산물수확후융복합실용화기술개발(R&D),46.58333333333333,83.83333333333333,130.41666666666666
국제백신연구소지원(ODA),125.4,4.5,129.9
차세대인공지능핵심원천기술개발,28.963333333333328,100.25,129.21333333333334
의료데이터보호활용기술개발(R&D),101.83333333333333,27.03333333333333,128.86666666666667
기후변화감시·예측및국가정책지원강화,106.25,22.5,128.75
국토교통지역혁신기술개발사업,15.0,113.66666666666667,128.66666666666669
피부과학응용소재선도기술개발,27.516666666666666,101.07619047619048,128.59285714285716
보건의료생물자원종합관리(R&D),128.27619047619046,0.2,128.47619047619045
사회과학연구지원(R&D),125.41666666666667,3.0,128.41666666666669
"GoldenSeed프로젝트(R&D)(농림부,산림청,해수부)",40.86666666666667,86.99999733333333,127.86666399999999
해양오염및해양경비지원기술(R&D),30.98333333333333,96.69999966666667,127.683333
플랜트엔지니어링핵심기술개발,10.049999999999999,117.6,127.64999999999999
"GoldenSeed프로젝트(농식품부,산림청,해수부)",57.93333333333333,69.63333333333333,127.56666666666666
"한국화학연구원연구운영비지원(특별,R&D)(주요사업비)",45.419999999999995,81.299993,126.71999299999999
국가핵융합연구소연구운영비지원(주요사업비),72.03333333333333,54.333333333333336,126.36666666666667
목재자원의고부가가치첨단화기술개발,51.01904761904762,75.3,126.31904761904761
스케일업기술사업화프로그램,1.333333333333333,124.83333333333333,126.16666666666666
가축질병대응기술고도화지원,34.333333333333336,91.58333333333333,125.91666666666666
항공안전기술개발,11.0,114.5,125.5
질병중심중개연구사업,64.07579365079364,61.20952380952381,125.28531746031746
인공지능반도체혁신기업집중육성,0.0,124.75,124.75
의약품등안전관리,101.75204761904762,22.916666666666668,124.66871428571429
발전용가스터빈연료다변화기술개발사업(R&D),26.833333333333332,97.5,124.33333333333333
사회문제해결형기술개발(R&D),28.016666666666666,96.3,124.31666666666666
재료연구소연구운영비지원(주요사업비),49.89285714285714,74.26666666666667,124.1595238095238
바이오그린연계농생명혁신기술개발(R&D),65.7095238095238,58.249998,123.9595218095238
포스트게놈신산업육성을위한다부처유전체사업(미래부),80.69285714285714,42.449999999999996,123.14285714285714
지역농산물소비확대를위한생산안정화기반기술개발,53.666666666666664,68.58333333333333,122.25
"치매극복연구개발사업(복지부,과기부)",52.15162337662338,69.53333333333333,121.68495670995671
공익적의료기술연구사업,72.37857142857142,49.19285714285714,121.57142857142856
임업기술연구개발(R&D),34.33333333333333,86.99999833333334,121.33333166666667
소재부품기술기반혁신,16.5,104.66666666666667,121.16666666666667
과수화상병등현안문제병해충피해경감기술개발,50.4,70.66666666666666,121.06666666666666
중소기업상용화기술개발(소부장회계),0.0,121.0,121.0
상하수도혁신기술개발사업,27.833333333333332,92.75,120.58333333333333
지중환경오염위해관리기술개발사업(예타),41.36666666666667,78.83333333333333,120.19999999999999
야생생물유래친환경신소재및공정기술개발사업,43.92619047619047,75.82142857142857,119.74761904761904
한국형축산업을위한가축사육신기술개발(R&D),62.5,57.213889,119.713889
중소기업R&D역량제고,0.5,119.14285714285714,119.64285714285714
"GoldenSeed프로젝트(농림부, 해수부, 산림청)",50.35,68.4,118.75
감염병방역기술개발,17.499999999999996,101.03333333333333,118.53333333333333
지역혁신클러스터육성(R&D)(세종),3.5,115.0,118.5
단계도약형탄소중립기술개발,59.48333333333332,58.99999999999999,118.48333333333332
미래수소원천기술개발,70.37301587301586,47.815,118.18801587301586
국가간협력기반조성(비ODA),81.80238095238096,36.36666666666667,118.16904761904763
산학연협력활성화지원(R&D),13.083333333333332,104.53333033333332,117.61666366666665
한국연구재단연구운영비지원(주요사업비),111.4013492063492,6.109523809523809,117.510873015873
스마트산림경영혁신성장기술개발,37.166666666666664,79.86666666666666,117.03333333333333
지식경제프론티어연구개발,0.0,117.0,117.0
포스트게놈신산업육성을위한다부처유전체사업(R&D)(산업부),44.19285714285714,72.74999933333334,116.94285647619049
생활폐기물재활용기술개발사업(R&D),7.416666666666665,109.0,116.41666666666667
창의산업기술개발기반구축,8.00952380952381,107.83333333333333,115.84285714285714
지역대표중견기업육성,4.666666666666665,111.03333333333333,115.7
농축산물부가가치향상(R&D),21.0,94.58333333333333,115.58333333333333
수산실용화기술개발사업,37.25,78.16666666666667,115.41666666666667
CDM기반정밀의료데이터통합플랫폼기술개발(R&D),77.66666666666666,37.58333333333333,115.24999999999999
신개념PIM반도체기술개발,30.306190476190473,84.71666666666667,115.02285714285713
한국뇌연구원연구운영비지원(R&D)(주요사업비),71.40595238095237,43.334522,114.74047438095238
한국과학기술원부설나노종합기술원지원,35.98571428571428,78.66666666666667,114.65238095238095
추가연구개발특구육성,6.166666666666666,108.483,114.64966666666668
기술기획/품질경영,37.166666666666664,77.0,114.16666666666666
중소기업연구인력지원(R&D),34.78333333333333,78.89523576190476,113.67856909523809
글로벌전문기술개발(정보통신)(정보통신기술진흥센터),3.0,110.33333333333333,113.33333333333333
중소기업지원선도연구기관협력기술개발사업(R&D),0.0,113.333333,113.333333
해양바이오전략소재개발및상용화지원,32.416666666666664,80.85,113.26666666666665
"디지털콘텐츠원천기술개발(R&D,정보화)",15.75,97.483332,113.233332
함정연구개발,14.7,98.5,113.2
한국한의학연구원연구운영비지원(R&D)(운영경비),0.0,112.83333333333333,112.83333333333333
소재부품장비혁신lab기술개발사업(R&D),24.699999999999996,86.999998,111.699998
혁신성장동력프로젝트(R&D),13.0,98.33333266666666,111.33333266666666
글로벌전문기술개발(에너지자원순환),21.5,89.33333333333333,110.83333333333333
해외우수연구기관유치,72.29690476190476,38.48730158730158,110.78420634920633
해양수산기술지역특성화,57.53333333333333,52.75,110.28333333333333
2025축산현안대응산업화기술개발,33.33333333333333,76.39999999999999,109.73333333333332
창의산업미래성장동력(R&D),9.033333333333333,99.66666666666667,108.7
신산업진출사업재편핵심기술개발,6.5,102.16666666666667,108.66666666666667
PIM인공지능반도체핵심기술개발(소자),56.12499999999999,52.319047619047616,108.44404761904761
인공지능반도체응용기술개발,4.333333333333333,103.61666666666666,107.94999999999999
ICT융합한국형스마트팜핵심기반기술개발(R&D),13.333333333333334,94.5,107.83333333333333
마이크로의료로봇실용화기술개발,31.463333333333335,75.72619047619047,107.1895238095238
신기후체제대응연구(R&D),47.06666666666666,59.666666,106.73333266666666
해외과학기술자원활용(비ODA),81.53333333333333,25.083333333333332,106.61666666666666
기후변화대응환경기술개발,97.08333333333333,9.0,106.08333333333333
감염병예방·치료기술개발사업,42.4595238095238,63.416666666666664,105.87619047619046
농식품연구성과후속지원(R&D),3.45,102.333333,105.783333
그린뉴딜유망기업100,0.0,105.58333333333333,105.58333333333333
창업성장기술개발(R&D)(기후대응기금),0.0,105.5,105.5
수생태계건강성확보기술개발사업(예타),47.78333333333333,57.699999999999996,105.48333333333332
울산과기대연구운영비지원,53.011111111111106,52.33333333333333,105.34444444444443
광주과학기술원연구운영비지원,83.00476190476189,22.333333333333332,105.33809523809522
LED시스템조명2.0,0.3,105.0,105.3
수산전문인력양성,63.24999999999999,42.03333333333333,105.28333333333333
신성장동력장비경쟁력강화사업,12.033333333333333,92.91666666666667,104.95
"인공지능바이오로봇의료융합기술개발(R&D)(산업부,복지부,과기정통부)",17.25,87.41566433333334,104.66566433333334
미래유망녹색환경기술산업화촉진,6.0,98.5,104.5
연구개발성능개량,8.5,96.0,104.5
사회적경제혁신성장(R&D),3.0,101.5,104.5
휴먼플러스융합연구개발챌린지사업(R&D),44.35277777777777,60.09761928571428,104.45039706349205
원예특작시험연구(책임운영),32.75,71.5,104.25
피부과학응용소재선도기술개발(R&D),36.39666666666666,67.73333133333334,104.129998
미래유망민간기상서비스성장기술개발(R&D),10.5,93.29999933333333,103.79999933333333
농축산물생산현장의안전관리기술개발,66.2,37.5,103.7
감염병예방치료기술개발사업(R&D),39.783333333333324,63.916663,103.69999633333333
첨단농기계산업화기술개발,12.333333333333332,91.16666666666667,103.5
스포츠산업기술기반조성(R&D),6.25,97.25,103.5
소방안전및119구조ㆍ구급기술연구개발,7.083333333333333,95.83333333333333,102.91666666666666
해양산업수요기술개발사업(R&D),3.0,99.0,102.0
스포츠창업선도기업육성핵심기술개발(R&D),3.666666666666666,98.33333233333333,101.999999
"국제백신연구소지원(ODA,R&D)",99.62619047619047,2.0,101.62619047619047
대학혁신지원(R&D),0.0,101.6,101.6
기후변화감시예측및국가정책지원강화,88.58333333333333,13.0,101.58333333333333
기후및기후변화감시∙예측정보응용기술개발,54.29666666666667,46.5,100.79666666666667
웨어러블스마트디바이스부품소재사업(R&D),3.75,97.0,100.75
산업기술거점센터육성시범사업(R&D),15.279761904761903,85.182513,100.4622749047619
산학협력선도대학(LINC)육성,0.0,100.0,100.0
의약품등안전관리(R&D),76.1,23.74999933333333,99.84999933333333
해양수산기술지역특성화(R&D),36.08333333333333,63.75,99.83333333333333
빅데이터기반해양바이러스제어및마린바이오틱스,41.033333333333324,58.33333333333333,99.36666666666665
C1가스리파이너리,42.7,56.53333333333333,99.23333333333333
산림생물종연구(R&D),97.0,2.0,99.0
"스마트팜다부처패키지혁신기술개발(R&D)(과기정통부,농식품부,농진청)",13.833333333333332,84.545629,98.37896233333333
생태모방기반환경오염관리기술개발(R&D),28.483333333333327,69.48442614285715,97.96775947619048
로봇산업클러스터조성,0.0,97.83333333333333,97.83333333333333
차세대엣지컴퓨팅시스템기술개발(R&D),2.7,95.0,97.7
"치매극복연구개발사업(과기부,복지부)",44.615873015873014,52.83333333333333,97.44920634920635
스마트특성화기반구축(R&D),8.466666666666667,88.81666533333333,97.283332
상하수도혁신기술개발사업(예타),23.25,74.0,97.25
핵심농자재국산화기술개발,25.599999999999998,71.48888888888888,97.08888888888887
혁신성장동력프로젝트(과기정통부),7.216666666666666,89.55,96.76666666666667
한국형발사체개발사업,26.833333333333332,69.5,96.33333333333333
기술혁신형에너지강소기업육성(R&D),1.5,94.83333333333333,96.33333333333333
국민안전증진기술개발(R&D),8.3,88.0,96.3
스마트공장제조핵심기술개발사업(R&D),6.0,90.0,96.0
국제백신연구소지원,92.9,2.0,94.9
수생태계건강성확보기술개발사업,53.8,40.86666666666667,94.66666666666666
국민안전증진기술개발,1.6,93.0,94.6
방폐물관리기술개발,27.5,67.0,94.5
극한재난대응기반기술개발(R&D),47.0,47.5,94.5
5G기반IoT핵심기술개발,25.166666666666664,69.16666666666667,94.33333333333334
민군겸용기술개발,9.666666666666664,84.33333333333333,94.0
항공안전기술개발(R&D),5.0,89.0,94.0
미세플라스틱측정및위해성평가기술개발사업,47.9,46.0,93.9
화학사고대응환경기술개발사업,40.166666666666664,53.666666666666664,93.83333333333333
미생물활용농업환경문제개선기술개발(R&D),52.37619047619047,41.283332333333334,93.6595228095238
시스템반도체핵심IP개발(R&D),6.666666666666666,86.73333099999999,93.39999766666666
IMO선박국제규제선도기술개발(R&D),10.5,82.83333333333333,93.33333333333333
생물다양성위협외래생물관리기술개발사업(환경부),54.25,39.0,93.25
초연결지능형연구개발망구축운영(R&D),59.18333333333331,33.08333333333333,92.26666666666664
농축산물수출확대장애요인해소기술개발(R&D),30.616666666666667,61.5,92.11666666666667
감염병차세대백신기초원천핵심기술개발사업,22.441666666666663,69.53333333333333,91.975
"미세먼지범부처프로젝트(R&D)(과기정통부, 환경부)",62.849999999999994,28.833332666666667,91.68333266666666
산학연협력활성화지원사업,11.45,80.16666666666666,91.61666666666666
국가수리과학연구소연구운영비지원(R&D)(주요사업비),74.28102453102453,17.0,91.28102453102453
감염병위기대응기술개발(구.면역백신개발),40.86666666666667,49.82666666666667,90.69333333333333
민관협력기반ICT스타트업육성(R&D),0.0,90.5,90.5
기술규제해결형기술개발(R&D),0.0,90.5,90.5
"나노융합2020+(과기부,산자부)",9.5,80.76666666666667,90.26666666666667
그린전기자동차차량부품개발및연구기반구축,3.666666666666666,86.5,90.16666666666667
리튬기반차세대이차전지성능고도화및제조기술개발,36.31666666666666,53.80555555555555,90.1222222222222
제조분야미세먼지감축을위한공정맞춤형실용화기술개발사업(R&D),19.083333333333332,70.416665,89.49999833333332
휴먼플러스융합연구개발챌린지사업,42.54999999999999,46.86428571428571,89.4142857142857
PIM인공지능반도체핵심기술개발(R&D)(제조),10.283333333333331,78.96666666666667,89.25
해양바이오전략소재개발및상용화지원(R&D),31.28333333333333,57.91666633333333,89.19999966666666
R&D재발견프로젝트,3.0,85.5,88.5
SMART혁신기술개발사업(R&D),6.5,82.0,88.5
첨단의료복합단지기반기술구축(R&D),15.58333333333333,72.833333,88.41666633333332
혁신형의료기기기업기술상용화지원,11.849999999999998,76.5,88.35
녹색산업선도형이차전지기술개발,9.499999999999998,78.75,88.25
재난안전플랫폼기술개발(R&D),6.0,82.0,88.0
ICT첨단유망기술육성사업,9.166666666666664,78.79523809523809,87.96190476190475
나노미래소재원천기술개발(R&D),13.199999999999998,74.75396825396825,87.95396825396826
현장수요맞춤형방역물품기술개발,0.0,87.73333333333333,87.73333333333333
멀티터미널직류송배전시스템개발(R&D),14.0,73.66666666666667,87.66666666666667
엔지니어링핵심기술개발,19.166666666666668,68.43333333333334,87.60000000000001
국민수요맞춤형생활안전연구개발(R&D),12.0,75.58333333333333,87.58333333333333
신변종감염병대응플랫폼핵심기술개발,52.16717171717172,35.254193029193026,87.42136474636474
산림생명자원소재발굴연구,23.499999999999996,63.71666666666666,87.21666666666665
여성과학기술인육성지원,49.9,37.3,87.19999999999999
전파산업핵심기술개발사업,7.566666666666666,79.2,86.76666666666667
자율운항선박기술개발,23.333333333333332,63.0,86.33333333333333
표준안전기반구축,8.5,77.83333333333333,86.33333333333333
비전통오일생산플랜트건설핵심기술개발사업,14.95,70.5,85.45
안전기술선진화(R&D),39.349999999999994,46.03333166666666,85.38333166666666
산림융복합전문인력양성,44.61666666666666,40.08333333333333,84.69999999999999
아태기후정보서비스및연구개발,81.51666666666667,3.0,84.51666666666667
생물다양성위협외래생물관리기술개발사업(R&D)(환경부),67.08333333333333,17.0,84.08333333333333
표준가스복합발전모델및테스트베드구축,5.083333333333333,78.83333333333333,83.91666666666666
폐자원에너지화기술개발(R&D),11.666666666666666,71.66666666666667,83.33333333333334
기후변화대응환경기술개발(R&D),73.33333333333333,9.833333,83.16666633333332
비대면비즈니스디지털혁신기술개발,2.5,80.58333333333333,83.08333333333333
실종아동등신원확인을위한복합인지기술개발(R&D)(과기정통부),19.333333333333332,63.5,82.83333333333333
100세사회대응고령친화제품연구개발(R&D),37.6,45.166666,82.766666
차세대수산물품질관리및검역시스템구축,27.5,54.9,82.4
사회복합재난대응기술개발(R&D),10.066666666666666,72.18571328571429,82.25237995238095
2025축산현안대응기술개발,48.083333333333336,34.0,82.08333333333334
포스트게놈신산업육성을위한다부처유전체(미래부),58.79404761904762,23.00952380952381,81.80357142857143
첨단메디컬섬유소재개발,3.783333333333333,78.0,81.78333333333333
한국과학기술원부설나노종합기술원지원(R&D),6.833333333333333,74.91666666666666,81.74999999999999
나노종합기술원운영비지원(주요사업비),4.981746031746031,76.69603174603174,81.67777777777776
정신건강기술개발(R&D),76.0,5.5,81.5
초절전LED융합기술개발(R&D),3.5,77.99999966666667,81.49999966666667
데이터프라이버시글로벌선도기술연구개발(R&D),1.366666666666666,80.06666666666666,81.43333333333332
5G기반VRAR디바이스핵심기술개발(R&D),4.25,77.0,81.25
글로벌핵심인재양성지원(R&D),59.38333333333333,21.833299333333333,81.21663266666667
지역중소기업공동수요기술개발(R&D),0.0,81.0,81.0
GoldenSeed프로젝트(농진청),44.833333333333336,36.166666666666664,81.0
방제단계별대응역량강화기술개발(R&D),16.013333333333332,64.83333333333333,80.84666666666666
양·한방융합기반기술개발(R&D),49.75,30.666666666666668,80.41666666666667
방폐물관리기술개발(R&D),15.083333333333332,65.0,80.08333333333333
차세대인공지능핵심원천기술개발(R&D),22.166666666666664,57.899998000000004,80.06666466666667
중소기업R&D기획역량혁신,0.16666666666666666,79.7,79.86666666666667
국제핵융합실험로공동개발사업(일반+기금),65.66666666666667,14.0,79.66666666666667
3D프린팅생활혁신융합기술개발(R&D),11.833333333333332,67.83333266666666,79.66666599999999
안전기술선진화,47.666666666666664,31.833333333333332,79.5
산림융복합전문인력양성(R&D),34.25,45.11666433333333,79.36666433333333
노지분야스마트농업기술단기고도화,11.0,68.33333333333333,79.33333333333333
보건의료서비스,45.75,33.333333333333336,79.08333333333334
중견기업상생혁신사업(R&D),1.5,77.5,79.0
초안전주행플랫폼핵심기술개발,3.0,76.0,79.0
실감미디어산업R&D기반구축및성과확산사업,0.0,79.0,79.0
첨단방사선융합치료기술개발,46.576190476190476,32.34142857142857,78.91761904761904
골든타임사수를위한수색구조기술개발(R&D),8.5,70.39999999999999,78.89999999999999
문화유산조사연구(R&D),15.5,63.0,78.5
한국과학기술원부설나노종합기술원지원(R&D)(주요사업비),9.98333333333333,68.47453169999999,78.45786503333332
지진기술개발사업,52.417,26.0,78.417
임업기술연구개발(보조포함),33.166666666666664,45.25,78.41666666666666
수요대응형물공급서비스연구(R&D),20.083333333333332,58.333333,78.41666633333334
목재자원의고부가가치첨단화기술개발(R&D),34.38333333333333,43.81666666666666,78.19999999999999
전기차고출력배터리및충전시스템기술개발,14.416666666666664,63.43571428571428,77.85238095238094
환경시설재난재해대응기술개발,16.5,61.0,77.5
대기환경관리기술사업화연계기술개발,6.0,71.5,77.5
정보통신연구기반구축,17.833333333333332,59.5,77.33333333333333
생활화학제품안전관리기술개발사업(예타),39.28333333333333,37.73333333333333,77.01666666666665
기초연구성과활용지원사업,16.233333333333334,60.56666666666666,76.8
농림해양기반스마트헬스케어기술개발및확산,26.28333333333333,50.5,76.78333333333333
6G핵심기술개발(R&D),3.833333333333333,72.416633,76.24996633333333
산학연플랫폼협력기술개발,0.0,76.11666666666666,76.11666666666666
도심도로자율협력주행안전·인프라연구사업(R&D),5.866666666666666,70.13333333333333,75.99999999999999
첨단의료복합단지기반기술구축,32.20952380952381,43.73809523809524,75.94761904761904
ICT기반개방형혁신서비스개발사업(R&D),1.0,74.78333333333333,75.78333333333333
차세대하이브리드PCB기술개발(R&D),11.833333333333332,63.833332999999996,75.66666633333332
무인이동체미래선도핵심기술개발,13.233333333333333,62.0,75.23333333333333
방사선이용미래혁신기반기술연구(R&D),40.64285714285714,34.01804695238095,74.6609040952381
작물유용성분증진핵심기술개발,29.5,45.0,74.5
반려동물산업활성화핵심기반기술개발,36.56666666666666,37.833333333333336,74.4
5G기반VR/AR디바이스핵심기술개발(R&D),5.25,69.0,74.25
시스템산업기술개발기반구축,3.5,70.66666666666667,74.16666666666667
CT기반조성,19.666666666666664,54.416666666666664,74.08333333333333
어업현장의현안해결지원사업,2.833333333333333,71.03333333333333,73.86666666666666
생물다양성위협외래생물관리기술개발사업(R&D)(농진청),45.833333333333336,28.0,73.83333333333334
한의약혁신기술개발(R&D),58.58333333333333,15.166666666666666,73.75
포스트게놈다부처유전체사업(복지부),43.192857142857136,30.192857142857143,73.38571428571427
해양플라스틱쓰레기저감을위한기술개발,24.366666666666667,49.0,73.36666666666667
첨단농기계산업화기술개발(R&D),1.3,71.999999,73.299999
스마트센서선도프로젝트기술개발(R&D),0.0,73.0,73.0
재활용저해제품순환이용성개선기술개발사업(R&D),4.0,69.0,73.0
양자컴퓨팅기술개발사업(R&D),53.395238095238085,18.983331,72.37856909523808
